Survived,Age,SibSp,Parch,Fare,Family_Size,Age*Class,Fare_Per_Person,Pclass_1,Pclass_2,Pclass_3,Sex_female,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U
0,21,0,0,7.8958,0,63,7.8958,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,38,1,0,90.0,1,38,45.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,22,0,0,9.35,0,66,9.35,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,19,0,0,10.5,0,38,10.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,20,0,0,7.25,0,60,7.25,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,18,0,0,13.0,0,36,13.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,16,3,1,25.4667,4,48,5.0933399999999995,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,35,1,0,83.475,1,35,41.7375,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,29,0,0,7.775,0,87,7.775,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,59,0,0,13.5,0,118,13.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,5,4,2,31.3875,6,15,4.483928571428572,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,24,0,0,10.5,0,48,10.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,27,0,0,7.55,0,81,7.55,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,44,1,0,26.0,1,88,13.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,8,0,2,26.25,2,16,8.75,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,19,0,0,10.5,0,38,10.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,33,0,0,12.275,0,66,12.275,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,37,1,0,14.4542,1,111,7.2271,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,17,1,0,15.5,1,51,7.75,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,29,0,0,10.5,0,58,10.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,22,0,0,7.125,0,66,7.125,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,30,0,0,7.225,0,90,7.225,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,44,2,0,90.0,2,44,30.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,25,0,0,7.775,0,75,7.775,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,24,0,2,14.5,2,48,4.833333333333333,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,37,1,1,52.5542,2,37,17.518066666666666,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,54,1,0,26.0,1,108,13.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,25,0,0,7.25,0,75,7.25,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,29,1,1,10.4625,2,87,3.4875000000000003,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,62,0,0,26.55,0,62,26.55,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,30,1,0,16.1,1,90,8.05,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,41,0,2,20.2125,2,123,6.7375,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,29,0,2,15.2458,2,87,5.081933333333333,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,16,0,0,79.2,0,16,79.2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,30,0,0,86.5,0,30,86.5,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,35,0,0,512.3292,0,35,512.3292,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,50,0,1,26.0,1,100,13.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,24,0,0,7.75,0,72,7.75,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,4,2,31.3875,6,9,4.483928571428572,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,52,1,1,79.65,2,52,26.55,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,40,0,0,0.0,0,40,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,21,0,0,7.75,0,63,7.75,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,36,0,0,10.5,0,72,10.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,16,4,1,39.6875,5,48,6.614583333333333,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,25,1,0,7.775,1,75,3.8875,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,58,0,1,153.4625,1,58,76.73125,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,35,0,0,135.6333,0,35,135.6333,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,29,0,0,31.0,0,29,31.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,25,0,0,0.0,0,75,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,41,0,1,19.5,1,82,9.75,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,37,0,1,29.7,1,37,14.85,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,18,0,0,7.75,0,54,7.75,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,63,1,0,77.9583,1,63,38.97915,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,45,0,0,7.75,0,135,7.75,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,15,0,0,0.0,0,30,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,7,4,1,29.125,5,21,4.854166666666667,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,35,1,1,20.25,2,105,6.75,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,65,0,0,7.75,0,195,7.75,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,28,0,0,7.8542,0,84,7.8542,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,16,0,0,9.5,0,48,9.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,19,0,0,8.05,0,57,8.05,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,30,0,0,26.0,0,30,26.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0,33,0,0,8.6625,0,99,8.6625,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,30,0,0,9.5,0,90,9.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,22,0,0,7.8958,0,66,7.8958,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,42,0,0,13.0,0,84,13.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,22,0,0,7.75,0,66,7.75,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,26,0,0,78.85,0,26,78.85,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,19,1,0,91.0792,1,19,45.5396,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,36,0,0,12.875,0,72,12.875,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,24,0,0,8.85,0,72,8.85,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,24,0,0,7.8958,0,72,7.8958,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,38,0,0,27.7208,0,38,27.7208,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,23,0,0,7.2292,0,69,7.2292,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,1,2,151.55,3,2,37.8875,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,15,0,0,30.5,0,15,30.5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,50,0,1,247.5208,1,50,123.7604,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,20,0,0,7.75,0,60,7.75,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,29,2,0,23.25,2,87,7.75,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,19,0,0,0.0,0,57,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,18,0,0,12.35,0,36,12.35,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,25,0,0,8.05,0,75,8.05,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,2,151.55,3,0,37.8875,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,29,0,0,110.8833,0,29,110.8833,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,17,1,0,108.9,1,17,54.45,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,30,1,0,24.0,1,60,12.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,30,0,0,56.9292,0,30,56.9292,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,24,0,0,83.1583,0,24,83.1583,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,18,2,2,262.375,4,18,52.475,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,26,1,1,26.0,2,52,8.666666666666666,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,28,0,0,7.8958,0,84,7.8958,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,43,1,1,26.25,2,86,8.75,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,26,0,0,7.8542,0,78,7.8542,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,24,1,0,26.0,1,48,13.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,54,0,0,14.0,0,108,14.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,31,0,2,164.8667,2,31,54.95556666666667,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,40,1,1,134.5,2,40,44.833333333333336,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,22,0,0,7.25,0,66,7.25,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,27,0,0,7.8958,0,81,7.8958,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,30,0,0,12.35,0,60,12.35,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,22,1,1,29.0,2,44,9.666666666666666,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,37,8,2,69.55,10,111,6.322727272727272,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,36,0,0,135.6333,0,36,135.6333,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,61,0,0,6.2375,0,183,6.2375,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,36,0,0,13.0,0,72,13.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,31,1,1,20.525,2,93,6.841666666666666,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,16,0,1,57.9792,1,16,28.9896,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,16,2,0,23.25,2,48,7.75,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,45,0,0,28.5,0,45,28.5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,38,0,1,153.4625,1,38,76.73125,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,16,2,0,18.0,2,48,6.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,28,1,0,133.65,1,28,66.825,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,25,0,0,7.8958,0,75,7.8958,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,29,1,0,66.6,1,29,33.3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,41,0,0,134.5,0,41,134.5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,45,0,0,8.05,0,135,8.05,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,45,0,0,35.5,0,45,35.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2,1,1,26.0,2,4,8.666666666666666,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,24,3,2,263.0,5,24,43.833333333333336,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,28,0,0,13.0,0,56,13.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,25,0,0,13.0,0,50,13.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,36,0,0,13.0,0,72,13.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,24,0,0,13.0,0,48,13.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,40,0,0,13.0,0,80,13.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,26,1,0,16.1,1,78,8.05,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,1,1,15.9,2,9,5.3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,42,0,0,8.6625,0,126,8.6625,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,23,0,0,9.225,0,69,9.225,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,22,0,0,35.0,0,22,35.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,15,1,1,7.2292,2,45,2.409733333333333,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,25,1,0,17.8,1,75,8.9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,36,0,0,7.225,0,108,7.225,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,28,0,0,9.5,0,84,9.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,22,0,1,55.0,1,22,27.5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,38,0,0,13.0,0,76,13.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,23,0,0,7.8792,0,69,7.8792,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,35,0,0,7.8792,0,105,7.8792,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,40,1,4,27.9,5,120,4.6499999999999995,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,29,1,0,27.7208,1,58,13.8604,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,45,0,1,14.4542,1,135,7.2271,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,35,0,0,7.05,0,105,7.05,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,27,1,0,15.5,1,81,7.75,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,30,0,0,7.25,0,90,7.25,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,60,1,0,75.25,1,60,37.625,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,29,0,0,7.2292,0,87,7.2292,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,28,0,0,7.75,0,84,7.75,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,24,0,0,69.3,0,24,69.3,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,25,1,0,55.4417,1,25,27.72085,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,18,1,0,6.4958,1,54,3.2479,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,19,0,0,8.05,0,57,8.05,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,22,0,0,135.6333,0,22,135.6333,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,3,1,21.075,4,9,4.215,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,28,1,0,82.1708,1,28,41.0854,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,22,0,0,7.25,0,66,7.25,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,27,0,2,211.5,2,27,70.5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,20,0,0,4.0125,0,60,4.0125,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,19,0,0,7.775,0,57,7.775,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,42,0,0,227.525,0,42,227.525,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,2,15.7417,2,3,5.247233333333333,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,32,0,0,7.925,0,96,7.925,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,35,1,0,52.0,1,35,26.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,33,0,0,7.8958,0,99,7.8958,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,18,0,0,73.5,0,36,73.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,5,2,46.9,7,3,5.8625,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,36,0,0,13.0,0,72,13.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,16,0,0,7.7292,0,48,7.7292,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,17,0,0,12.0,0,34,12.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,36,1,2,120.0,3,36,30.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1,21,0,0,7.7958,0,63,7.7958,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,28,2,0,7.925,2,84,2.6416666666666666,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,23,1,0,113.275,1,23,56.6375,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,24,0,2,16.7,2,72,5.566666666666666,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,22,0,0,7.7958,0,66,7.7958,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,31,0,0,7.8542,0,93,7.8542,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,46,0,0,26.0,0,92,26.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,23,0,0,10.5,0,46,10.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,28,0,0,12.65,0,56,12.65,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,39,0,0,7.925,0,117,7.925,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,26,0,0,8.05,0,78,8.05,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,21,1,0,9.825,1,63,4.9125,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,28,1,0,15.85,1,84,7.925,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,20,0,0,8.6625,0,60,8.6625,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,34,1,0,21.0,1,68,10.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,51,0,0,7.75,0,153,7.75,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,1,1,18.75,2,6,6.25,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,21,0,0,7.775,0,63,7.775,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,31,3,1,25.4667,4,93,5.0933399999999995,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,36,0,0,7.8958,0,108,7.8958,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,38,0,0,6.8583,0,114,6.8583,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,33,1,0,90.0,1,33,45.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,34,0,0,0.0,0,68,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,44,0,0,7.925,0,132,7.925,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,32,0,0,8.05,0,96,8.05,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,34,1,1,32.5,2,68,10.833333333333334,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,18,0,2,13.0,2,36,4.333333333333333,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,30,0,0,13.0,0,60,13.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,10,0,2,24.15,2,30,8.049999999999999,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,32,0,0,7.8958,0,96,7.8958,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,21,0,0,7.7333,0,63,7.7333,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,29,0,0,7.875,0,87,7.875,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,28,1,1,14.4,2,84,4.8,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,18,1,1,20.2125,2,54,6.7375,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,28,0,0,7.25,0,84,7.25,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,28,1,0,26.0,1,56,13.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,19,0,0,26.0,0,38,26.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,41,0,0,7.75,0,123,7.75,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,32,0,0,8.05,0,96,8.05,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,28,0,0,26.55,0,28,26.55,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,24,1,0,16.1,1,72,8.05,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,42,1,0,26.0,1,84,13.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,17,0,0,7.125,0,51,7.125,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,50,1,0,55.9,1,50,27.95,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,14,1,2,120.0,3,14,30.0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,21,2,2,34.375,4,63,6.875,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,24,2,3,18.75,5,48,3.125,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,64,1,4,263.0,5,64,43.833333333333336,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,31,0,0,10.5,0,62,10.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,45,1,1,26.25,2,90,8.75,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,20,0,0,9.5,0,60,9.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,25,1,0,7.775,1,75,3.8875,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,28,0,0,13.0,0,56,13.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,25,0,0,8.1125,0,75,8.1125,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4,0,2,81.8583,2,4,27.2861,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,13,0,1,19.5,1,26,9.75,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,34,0,0,26.55,0,34,26.55,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,5,2,1,19.2583,3,15,4.814575,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
