Survived,Pclass,Age,SibSp,Parch,Fare,Family_Size,Age*Class,Fare_Per_Person,Sex_female,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U
1,1,38.0,1,0,90.0,1,38.0,45.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,3,22.0,0,0,9.35,0,66.0,9.35,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,19.0,0,0,10.5,0,38.0,10.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,20.5,0,0,7.25,0,61.5,7.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,18.0,0,0,13.0,0,36.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,3,1,25.4667,4,84.0,5.0933399999999995,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,35.0,1,0,83.475,1,35.0,41.7375,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,3,29.0,0,0,7.775,0,87.0,7.775,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,59.0,0,0,13.5,0,118.0,13.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,5.0,4,2,31.3875,6,15.0,4.483928571428572,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,24.0,0,0,10.5,0,48.0,10.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.55,0,84.0,7.55,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,44.0,1,0,26.0,1,88.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,8.0,0,2,26.25,2,16.0,8.75,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,19.0,0,0,10.5,0,38.0,10.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,33.0,0,0,12.275,0,66.0,12.275,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,1,0,14.4542,1,84.0,7.2271,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,28.0,1,0,15.5,1,84.0,7.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,29.0,0,0,10.5,0,58.0,10.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,22.0,0,0,7.125,0,66.0,7.125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,30.0,0,0,7.225,0,90.0,7.225,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,44.0,2,0,90.0,2,44.0,30.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,3,25.0,0,0,7.775,0,75.0,7.775,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,24.0,0,2,14.5,2,48.0,4.833333333333333,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,37.0,1,1,52.5542,2,37.0,17.518066666666666,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,2,54.0,1,0,26.0,1,108.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.25,0,84.0,7.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,29.0,1,1,10.4625,2,87.0,3.4875000000000003,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,62.0,0,0,26.55,0,62.0,26.55,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,3,30.0,1,0,16.1,1,90.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,41.0,0,2,20.2125,2,123.0,6.7375,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,29.0,0,2,15.2458,2,87.0,5.081933333333333,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,28.0,0,0,79.2,0,28.0,79.2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,30.0,0,0,86.5,0,30.0,86.5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,35.0,0,0,512.3292,0,35.0,512.3292,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,50.0,0,1,26.0,1,100.0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.75,0,84.0,7.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,3.0,4,2,31.3875,6,9.0,4.483928571428572,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,52.0,1,1,79.65,2,52.0,26.55,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,40.0,0,0,0.0,0,40.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,3,28.0,0,0,7.75,0,84.0,7.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,36.0,0,0,10.5,0,72.0,10.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,16.0,4,1,39.6875,5,48.0,6.614583333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,25.0,1,0,7.775,1,75.0,3.8875,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,58.0,0,1,153.4625,1,58.0,76.73125,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,35.0,0,0,135.6333,0,35.0,135.6333,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,28.0,0,0,31.0,0,28.0,31.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,25.0,0,0,0.0,0,75.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,41.0,0,1,19.5,1,82.0,9.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,37.0,0,1,29.7,1,37.0,14.85,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,3,28.0,0,0,7.75,0,84.0,7.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,63.0,1,0,77.9583,1,63.0,38.97915,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,3,45.0,0,0,7.75,0,135.0,7.75,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,28.0,0,0,0.0,0,56.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,7.0,4,1,29.125,5,21.0,4.854166666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3,35.0,1,1,20.25,2,105.0,6.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,65.0,0,0,7.75,0,195.0,7.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.8542,0,84.0,7.8542,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,16.0,0,0,9.5,0,48.0,9.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,19.0,0,0,8.05,0,57.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,28.0,0,0,26.0,0,28.0,26.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0,3,33.0,0,0,8.6625,0,99.0,8.6625,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,30.0,0,0,9.5,0,90.0,9.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,22.0,0,0,7.8958,0,66.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,42.0,0,0,13.0,0,84.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,22.0,0,0,7.75,0,66.0,7.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,26.0,0,0,78.85,0,26.0,78.85,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,19.0,1,0,91.0792,1,19.0,45.5396,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,2,36.0,0,0,12.875,0,72.0,12.875,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,3,24.0,0,0,8.85,0,72.0,8.85,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,24.0,0,0,7.8958,0,72.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,28.0,0,0,27.7208,0,28.0,27.7208,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,23.5,0,0,7.2292,0,70.5,7.2292,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,2.0,1,2,151.55,3,2.0,37.8875,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,28.0,0,0,30.5,0,28.0,30.5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,50.0,0,1,247.5208,1,50.0,123.7604,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,3,28.0,0,0,7.75,0,84.0,7.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,28.0,2,0,23.25,2,84.0,7.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,19.0,0,0,0.0,0,57.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,28.0,0,0,12.35,0,56.0,12.35,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,3,28.0,0,0,8.05,0,84.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0.92,1,2,151.55,3,0.92,37.8875,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,28.0,0,0,110.8833,0,28.0,110.8833,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,17.0,1,0,108.9,1,17.0,54.45,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,2,30.0,1,0,24.0,1,60.0,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,30.0,0,0,56.9292,0,30.0,56.9292,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,24.0,0,0,83.1583,0,24.0,83.1583,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,18.0,2,2,262.375,4,18.0,52.475,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,2,26.0,1,1,26.0,2,52.0,8.666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.8958,0,84.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,43.0,1,1,26.25,2,86.0,8.75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,26.0,0,0,7.8542,0,78.0,7.8542,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,24.0,1,0,26.0,1,48.0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,54.0,0,0,14.0,0,108.0,14.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,31.0,0,2,164.8667,2,31.0,54.95556666666667,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,40.0,1,1,134.5,2,40.0,44.833333333333336,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,3,22.0,0,0,7.25,0,66.0,7.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,27.0,0,0,7.8958,0,81.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,30.0,0,0,12.35,0,60.0,12.35,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,22.0,1,1,29.0,2,44.0,9.666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,8,2,69.55,10,84.0,6.322727272727272,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,36.0,0,0,135.6333,0,36.0,135.6333,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,3,61.0,0,0,6.2375,0,183.0,6.2375,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,36.0,0,0,13.0,0,72.0,13.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,31.0,1,1,20.525,2,93.0,6.841666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,16.0,0,1,57.9792,1,16.0,28.9896,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,3,28.0,2,0,23.25,2,84.0,7.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,45.5,0,0,28.5,0,45.5,28.5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,38.0,0,1,153.4625,1,38.0,76.73125,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,3,16.0,2,0,18.0,2,48.0,6.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,28.0,1,0,133.65,1,28.0,66.825,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.8958,0,84.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,29.0,1,0,66.6,1,29.0,33.3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,41.0,0,0,134.5,0,41.0,134.5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,3,45.0,0,0,8.05,0,135.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,45.0,0,0,35.5,0,45.0,35.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2,2.0,1,1,26.0,2,4.0,8.666666666666666,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,24.0,3,2,263.0,5,24.0,43.833333333333336,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,2,28.0,0,0,13.0,0,56.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,25.0,0,0,13.0,0,50.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,36.0,0,0,13.0,0,72.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,24.0,0,0,13.0,0,48.0,13.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,2,40.0,0,0,13.0,0,80.0,13.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,28.0,1,0,16.1,1,84.0,8.05,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,3.0,1,1,15.9,2,9.0,5.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,42.0,0,0,8.6625,0,126.0,8.6625,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,23.0,0,0,9.225,0,69.0,9.225,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,28.0,0,0,35.0,0,28.0,35.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,3,15.0,1,1,7.2292,2,45.0,2.409733333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,25.0,1,0,17.8,1,75.0,8.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.225,0,84.0,7.225,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,9.5,0,84.0,9.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,22.0,0,1,55.0,1,22.0,27.5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,2,38.0,0,0,13.0,0,76.0,13.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,28.0,0,0,7.8792,0,84.0,7.8792,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,28.0,0,0,7.8792,0,84.0,7.8792,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,40.0,1,4,27.9,5,120.0,4.6499999999999995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,29.0,1,0,27.7208,1,58.0,13.8604,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,45.0,0,1,14.4542,1,135.0,7.2271,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,35.0,0,0,7.05,0,105.0,7.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,1,0,15.5,1,84.0,7.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,30.0,0,0,7.25,0,90.0,7.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,60.0,1,0,75.25,1,60.0,37.625,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,28.0,0,0,7.2292,0,84.0,7.2292,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,28.0,0,0,7.75,0,84.0,7.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,24.0,0,0,69.3,0,24.0,69.3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,25.0,1,0,55.4417,1,25.0,27.72085,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,3,18.0,1,0,6.4958,1,54.0,3.2479,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,19.0,0,0,8.05,0,57.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,22.0,0,0,135.6333,0,22.0,135.6333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,3.0,3,1,21.075,4,9.0,4.215,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,28.0,1,0,82.1708,1,28.0,41.0854,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,22.0,0,0,7.25,0,66.0,7.25,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,27.0,0,2,211.5,2,27.0,70.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,3,20.0,0,0,4.0125,0,60.0,4.0125,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,19.0,0,0,7.775,0,57.0,7.775,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,42.0,0,0,227.525,0,42.0,227.525,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,1.0,0,2,15.7417,2,3.0,5.247233333333333,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,32.0,0,0,7.925,0,96.0,7.925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,35.0,1,0,52.0,1,35.0,26.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.8958,0,84.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,18.0,0,0,73.5,0,36.0,73.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,1.0,5,2,46.9,7,3.0,5.8625,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,2,36.0,0,0,13.0,0,72.0,13.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.7292,0,84.0,7.7292,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,17.0,0,0,12.0,0,34.0,12.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,36.0,1,2,120.0,3,36.0,30.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1,3,21.0,0,0,7.7958,0,63.0,7.7958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,2,0,7.925,2,84.0,2.6416666666666666,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,23.0,1,0,113.275,1,23.0,56.6375,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,3,24.0,0,2,16.7,2,72.0,5.566666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,3,22.0,0,0,7.7958,0,66.0,7.7958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,31.0,0,0,7.8542,0,93.0,7.8542,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,46.0,0,0,26.0,0,92.0,26.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,23.0,0,0,10.5,0,46.0,10.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,28.0,0,0,12.65,0,56.0,12.65,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,39.0,0,0,7.925,0,117.0,7.925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,26.0,0,0,8.05,0,78.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,21.0,1,0,9.825,1,63.0,4.9125,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,28.0,1,0,15.85,1,84.0,7.925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,20.0,0,0,8.6625,0,60.0,8.6625,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,34.0,1,0,21.0,1,68.0,10.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,51.0,0,0,7.75,0,153.0,7.75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,3.0,1,1,18.75,2,6.0,6.25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,21.0,0,0,7.775,0,63.0,7.775,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,3,1,25.4667,4,84.0,5.0933399999999995,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.8958,0,84.0,7.8958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,6.8583,0,84.0,6.8583,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,33.0,1,0,90.0,1,33.0,45.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,2,28.0,0,0,0.0,0,56.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,44.0,0,0,7.925,0,132.0,7.925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,8.05,0,84.0,8.05,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,34.0,1,1,32.5,2,68.0,10.833333333333334,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,18.0,0,2,13.0,2,36.0,4.333333333333333,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,30.0,0,0,13.0,0,60.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,10.0,0,2,24.15,2,30.0,8.049999999999999,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.8958,0,84.0,7.8958,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,21.0,0,0,7.7333,0,63.0,7.7333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,29.0,0,0,7.875,0,87.0,7.875,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,1,1,14.4,2,84.0,4.8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,18.0,1,1,20.2125,2,54.0,6.7375,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.25,0,84.0,7.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,28.0,1,0,26.0,1,56.0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,19.0,0,0,26.0,0,38.0,26.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,28.0,0,0,7.75,0,84.0,7.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,32.0,0,0,8.05,0,96.0,8.05,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,28.0,0,0,26.55,0,28.0,26.55,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,3,28.0,1,0,16.1,1,84.0,8.05,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,42.0,1,0,26.0,1,84.0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,17.0,0,0,7.125,0,51.0,7.125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,50.0,1,0,55.9,1,50.0,27.95,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,14.0,1,2,120.0,3,14.0,30.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,3,21.0,2,2,34.375,4,63.0,6.875,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,24.0,2,3,18.75,5,48.0,3.125,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,64.0,1,4,263.0,5,64.0,43.833333333333336,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,2,31.0,0,0,10.5,0,62.0,10.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,45.0,1,1,26.25,2,90.0,8.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,20.0,0,0,9.5,0,60.0,9.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,25.0,1,0,7.775,1,75.0,3.8875,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,28.0,0,0,13.0,0,56.0,13.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,28.0,0,0,8.1125,0,84.0,8.1125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,4.0,0,2,81.8583,2,4.0,27.2861,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1,2,13.0,0,1,19.5,1,26.0,9.75,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,34.0,0,0,26.55,0,34.0,26.55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,5.0,2,1,19.2583,3,15.0,4.814575,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,52.0,0,0,30.5,0,52.0,30.5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
